
Call:
model.avg(object = spmsc_consensus@objects)

Component model call: 
lmer(formula = BTM ~ <31931 unique rhs>, data = data)

Component models: 
                    df logLik   AICc delta weight
2/12/16/18/21/28     9 -40.10 106.03 12.59   0.00
2/16/19/21/25/28/29 10 -38.02 106.05 12.61   0.00
2/16/18/19/21/24/30 10 -38.03 106.06 12.62   0.00
2/9/16/19/21/30      9 -40.12 106.08 12.63   0.00
2/15/16/20/21        8 -42.04 106.08 12.64   0.00
2/8/16/19/21/28/29  10 -38.04 106.08 12.64   0.00
2/16/19/21/28/32    10 -38.04 106.08 12.64   0.00
2/4/16/19/21/32     10 -38.04 106.08 12.64   0.00
2/15/16/19/20/21/30 10 -38.05 106.10 12.65   0.00
2/8/16/19/21/23/29  10 -38.05 106.10 12.66   0.00
2/15/16/19/21/23/27 10 -38.05 106.10 12.66   0.00
2/6/16/19/21/28      9 -40.14 106.11 12.67   0.00
2/9/15/16/19/21/29  10 -38.06 106.12 12.67   0.00
2/16/19/21/22/25/29 10 -38.07 106.14 12.70   0.00
2/6/15/16/19/21/29  10 -38.07 106.14 12.70   0.00
2/9/16/19/21/22      9 -40.16 106.15 12.71   0.00
2/16/18/19/21/27/33 10 -38.08 106.16 12.72   0.00
1/2/7/16/19/21       9 -40.18 106.18 12.74   0.00
2/9/15/16/19/21/27  10 -38.09 106.19 12.74   0.00
2/6/16/19/21/30      9 -40.18 106.19 12.74   0.00
2/6/16/19/21/22      9 -40.19 106.20 12.76   0.00
2/6/15/16/19/21/27  10 -38.10 106.20 12.76   0.00
2/15/16/19/21/23/32 11 -35.82 106.21 12.76   0.00
2/16/18/19/20/21/24 10 -38.10 106.21 12.77   0.00
2/16/19/21/23/28     9 -40.19 106.21 12.77   0.00
2/15/16/19/21/22/27 10 -38.11 106.21 12.77   0.00
2/15/16/19/21/22/24 10 -38.11 106.22 12.78   0.00
2/11/16/18/19/21/24 10 -38.12 106.25 12.80   0.00
2/11/16/19/21/28     9 -40.21 106.25 12.81   0.00
2/15/16/17/19/21/25 10 -38.13 106.26 12.82   0.00
2/7/15/16/19/20/21  10 -38.13 106.27 12.83   0.00
2/8/16/19/21/26     10 -38.13 106.27 12.83   0.00
2/7/11/16/19/21/33  10 -38.14 106.28 12.83   0.00
2/16/19/21/30/32    10 -38.15 106.29 12.85   0.00
2/11/15/16/19/21/29 10 -38.15 106.29 12.85   0.00
2/16/19/21/23/30     9 -40.24 106.30 12.86   0.00
2/12/15/16/19/21/22 10 -38.15 106.30 12.86   0.00
2/7/11/16/21/23      9 -40.24 106.31 12.87   0.00
1/2/9/15/16/19/21   10 -38.16 106.31 12.87   0.00
2/11/15/16/19/21/27 10 -38.16 106.32 12.87   0.00
2/16/19/21/23/25/29 10 -38.16 106.32 12.88   0.00
2/9/16/19/21/27      9 -40.26 106.35 12.91   0.00
2/9/16/19/20/21      9 -40.26 106.35 12.91   0.00
2/16/19/20/21/32    10 -38.18 106.36 12.91   0.00
2/5/16/18/19/20/21  10 -38.18 106.36 12.92   0.00
1/2/15/16/19/20/21  10 -38.18 106.36 12.92   0.00
2/15/16/19/20/21/28 10 -38.19 106.39 12.95   0.00
2/6/16/19/21/27      9 -40.28 106.39 12.95   0.00
2/16/19/21/29/33     9 -40.29 106.40 12.95   0.00
2/6/16/19/20/21      9 -40.29 106.40 12.95   0.00
1/2/16/18/19/21/33  10 -38.20 106.40 12.96   0.00
2/16/18/19/21/22/24 10 -38.21 106.41 12.97   0.00
2/8/16/19/21/27/29  10 -38.21 106.42 12.98   0.00
2/5/9/16/18/19/21   10 -38.21 106.43 12.98   0.00
2/16/17/18/19/21/23 10 -38.21 106.43 12.99   0.00
2/9/12/15/16/19/21  10 -38.22 106.43 12.99   0.00
2/10/12/16/18/19/21 10 -38.22 106.44 13.00   0.00
2/12/16/19/21/29     9 -40.31 106.44 13.00   0.00
2/16/19/21/25/29/33 10 -38.22 106.45 13.00   0.00
2/13/16/18/19/21/25 11 -35.94 106.45 13.01   0.00
2/4/10/16/18/19/21  10 -38.23 106.46 13.02   0.00
2/3/8/16/18/19/21   10 -38.23 106.46 13.02   0.00
2/11/16/19/21/30     9 -40.32 106.47 13.03   0.00
2/7/16/19/21/25/29  10 -38.24 106.47 13.03   0.00
2/16/19/20/21/23     9 -40.33 106.48 13.04   0.00
2/12/15/16/19/21/23 10 -38.24 106.48 13.04   0.00
2/7/11/16/18/21      9 -40.33 106.49 13.04   0.00
2/5/16/18/19/21/28  10 -38.24 106.49 13.04   0.00
1/2/10/16/18/19/21  10 -38.24 106.49 13.05   0.00
2/11/16/19/21/33     9 -40.33 106.50 13.05   0.00
2/4/16/18/19/21/33  10 -38.25 106.50 13.06   0.00
2/7/11/16/19/21/30  10 -38.25 106.50 13.06   0.00
1/2/16/19/21/25      9 -40.35 106.53 13.09   0.00
2/5/16/18/19/21/22  10 -38.27 106.54 13.10   0.00
2/7/11/12/16/19/21  10 -38.28 106.55 13.11   0.00
2/8/16/19/21/22/29  10 -38.29 106.58 13.13   0.00
2/6/15/16/19/21/24  10 -38.29 106.58 13.14   0.00
2/9/16/18/21         8 -42.30 106.59 13.15   0.00
1/2/12/16/18/19/21  10 -38.30 106.60 13.16   0.00
2/16/19/21/22/32    10 -38.30 106.60 13.16   0.00
2/15/16/19/21/24/28 10 -38.30 106.60 13.16   0.00
2/12/15/16/19/20/21 10 -38.30 106.61 13.16   0.00
2/16/19/21/27/32    10 -38.31 106.61 13.17   0.00
2/14/15/16/19/21    10 -38.31 106.62 13.18   0.00
2/16/19/21/23/27     9 -40.40 106.62 13.18   0.00
2/16/19/20/21/33     9 -40.40 106.63 13.19   0.00
2/15/16/21/28        8 -42.32 106.63 13.19   0.00
2/7/16/17/18/19/21  10 -38.32 106.64 13.19   0.00
2/15/16/19/20/21/29 10 -38.33 106.65 13.21   0.00
2/12/16/18/19/21/29 10 -38.33 106.65 13.21   0.00
2/11/16/19/21/22     9 -40.41 106.65 13.21   0.00
2/16/18/19/21/24/27 10 -38.33 106.66 13.22   0.00
2/16/19/21/25/29/30 10 -38.33 106.66 13.22   0.00
2/15/16/19/20/21/27 10 -38.33 106.66 13.22   0.00
2/8/10/16/19/21/32  11 -36.05 106.67 13.22   0.00
2/7/10/16/19/21      9 -40.42 106.67 13.23   0.00
2/8/16/18/21         8 -42.34 106.67 13.23   0.00
2/15/16/19/21/29/30 10 -38.34 106.69 13.25   0.00
2/12/16/18/19/21/33 10 -38.34 106.69 13.25   0.00
2/10/11/15/16/19/21 10 -38.35 106.69 13.25   0.00
2/11/12/15/16/19/21 10 -38.35 106.70 13.26   0.00
2/10/16/18/19/21/29 10 -38.35 106.71 13.27   0.00
1/2/16/19/21/29      9 -40.44 106.71 13.27   0.00
2/7/11/16/19/21/29  10 -38.36 106.72 13.27   0.00
2/5/16/18/19/21/30  10 -38.36 106.72 13.28   0.00
2/6/16/19/21/33      9 -40.45 106.72 13.28   0.00
2/7/15/16/19/21/28  10 -38.36 106.73 13.28   0.00
2/9/16/19/21/33      9 -40.45 106.73 13.29   0.00
2/4/16/19/21/25      9 -40.45 106.73 13.29   0.00
2/9/10/15/16/19/21  10 -38.37 106.74 13.30   0.00
2/13/16/19/21/25    10 -38.37 106.74 13.30   0.00
1/2/7/15/16/19/21   10 -38.38 106.76 13.32   0.00
2/6/12/15/16/19/21  10 -38.38 106.77 13.33   0.00
2/16/18/19/21/23/32 11 -36.10 106.77 13.33   0.00
2/4/7/16/19/21       9 -40.47 106.77 13.33   0.00
2/7/16/19/21/24      9 -40.48 106.78 13.34   0.00
2/10/15/16/19/21/23 10 -38.39 106.79 13.35   0.00
2/5/7/11/16/19/21   10 -38.40 106.79 13.35   0.00
2/5/7/16/19/21       9 -40.49 106.80 13.35   0.00
2/8/15/16/19/21/33  10 -38.41 106.81 13.37   0.00
2/16/19/21/23/33     9 -40.49 106.81 13.37   0.00
2/15/16/19/20/21/24 10 -38.41 106.82 13.37   0.00
2/7/8/16/19/21/29   10 -38.41 106.82 13.38   0.00
2/8/16/19/21/25/32  11 -36.12 106.82 13.38   0.00
2/5/11/16/18/19/21  10 -38.42 106.85 13.40   0.00
2/10/16/19/21/25     9 -40.51 106.85 13.41   0.00
2/16/19/21/24/29     9 -40.51 106.85 13.41   0.00
2/8/16/19/21/29/30  10 -38.43 106.85 13.41   0.00
2/11/16/19/20/21     9 -40.51 106.85 13.41   0.00
2/15/16/19/20/21/33 10 -38.43 106.86 13.41   0.00
2/9/12/16/19/21      9 -40.52 106.86 13.42   0.00
2/6/16/17/18/19/21  10 -38.43 106.86 13.42   0.00
2/7/11/16/19/21/22  10 -38.43 106.87 13.43   0.00
2/16/19/21/25/28/32 11 -36.15 106.87 13.43   0.00
2/10/15/16/19/21/22 10 -38.44 106.87 13.43   0.00
2/11/16/19/21/27     9 -40.52 106.88 13.43   0.00
2/10/16/18/19/21/33 10 -38.44 106.88 13.43   0.00
2/16/18/21/30        8 -42.44 106.88 13.44   0.00
2/11/16/18/21        8 -42.44 106.89 13.44   0.00
2/4/16/19/21/25/29  10 -38.45 106.91 13.47   0.00
2/15/16/19/21/28/30 10 -38.46 106.91 13.47   0.00
2/4/16/18/19/21/24  10 -38.46 106.92 13.48   0.00
2/8/16/19/21/28/32  11 -36.18 106.92 13.48   0.00
1/2/15/16/19/21/30  10 -38.46 106.92 13.48   0.00
2/8/15/16/19/21/26  11 -36.18 106.93 13.48   0.00
1/2/16/18/19/21/29  10 -38.47 106.93 13.49   0.00
2/16/18/19/21/25/26 11 -36.18 106.93 13.49   0.00
2/9/15/16/21/28      9 -40.55 106.93 13.49   0.00
2/5/9/16/19/21       9 -40.56 106.94 13.50   0.00
2/7/15/16/19/21/30  10 -38.47 106.95 13.51   0.00
2/16/21/28           7 -44.24 106.96 13.51   0.00
2/12/15/16/19/21/24 10 -38.48 106.96 13.52   0.00
2/7/16/18/19/21/32  11 -36.20 106.97 13.53   0.00
2/8/11/16/19/21/29  10 -38.49 106.98 13.53   0.00
2/16/18/19/21/29/33 10 -38.49 106.98 13.54   0.00
2/15/16/19/21/25/26 11 -36.21 106.98 13.54   0.00
2/15/16/19/21/28/29 10 -38.50 107.00 13.56   0.00
2/6/12/16/19/21      9 -40.59 107.00 13.56   0.00
2/11/15/16/19/21/32 11 -36.22 107.00 13.56   0.00
2/11/16/19/21/25/29 10 -38.51 107.02 13.57   0.00
2/7/9/11/16/19/21   10 -38.51 107.02 13.58   0.00
2/12/16/18/19/21/24 10 -38.52 107.04 13.60   0.00
2/5/15/16/19/21/25  10 -38.53 107.05 13.61   0.00
2/16/19/21/29/32    10 -38.53 107.05 13.61   0.00
2/10/16/19/21/29     9 -40.61 107.06 13.61   0.00
1/2/12/15/16/19/21  10 -38.53 107.06 13.62   0.00
2/16/18/21/25        8 -42.53 107.06 13.62   0.00
2/7/15/16/19/21/29  10 -38.54 107.08 13.64   0.00
2/12/16/19/21/23     9 -40.63 107.10 13.65   0.00
2/16/19/21/28/30     9 -40.64 107.10 13.66   0.00
2/7/11/16/19/21/27  10 -38.55 107.10 13.66   0.00
2/5/16/19/21/25      9 -40.65 107.12 13.67   0.00
2/6/10/15/16/19/21  10 -38.56 107.13 13.68   0.00
2/6/16/18/19/21/32  11 -36.28 107.13 13.69   0.00
2/15/16/19/21/24/29 10 -38.57 107.14 13.70   0.00
2/9/16/19/21/25/29  10 -38.57 107.14 13.70   0.00
1/2/6/16/19/21       9 -40.66 107.15 13.71   0.00
2/16/19/20/21/30     9 -40.66 107.15 13.71   0.00
2/8/9/16/19/21/29   10 -38.58 107.15 13.71   0.00
1/2/15/16/19/21/29  10 -38.58 107.16 13.71   0.00
2/15/16/19/20/21/32 11 -36.29 107.16 13.72   0.00
2/16/19/21/24/25     9 -40.67 107.16 13.72   0.00
2/7/11/16/19/20/21  10 -38.58 107.16 13.72   0.00
1/2/16/19/21/32     10 -38.58 107.16 13.72   0.00
2/15/16/19/21/22/32 11 -36.30 107.16 13.72   0.00
2/12/16/19/21/32    10 -38.59 107.17 13.73   0.00
2/16/18/21/27        8 -42.59 107.18 13.73   0.00
2/5/16/18/19/21/27  10 -38.59 107.18 13.74   0.00
2/5/15/16/19/21/22  10 -38.59 107.18 13.74   0.00
2/4/6/16/19/21       9 -40.68 107.18 13.74   0.00
2/10/16/18/19/21/24 10 -38.60 107.20 13.75   0.00
2/4/7/16/21          8 -42.60 107.20 13.76   0.00
1/2/9/16/19/21       9 -40.69 107.21 13.76   0.00
2/7/11/16/21/28      9 -40.69 107.21 13.77   0.00
2/11/15/16/19/21/33 10 -38.61 107.22 13.78   0.00
2/9/16/18/21/28      9 -40.70 107.22 13.78   0.00
2/15/16/18/19/21/26 11 -36.33 107.23 13.79   0.00
2/9/15/16/21         8 -42.62 107.23 13.79   0.00
2/16/19/21/25/27/29 10 -38.62 107.24 13.80   0.00
2/4/15/16/21         8 -42.63 107.25 13.81   0.00
1/2/16/19/21/23      9 -40.72 107.27 13.82   0.00
2/16/19/21/32/33    10 -38.63 107.27 13.83   0.00
2/16/19/21/22/28     9 -40.72 107.28 13.83   0.00
2/9/16/21/28         8 -42.64 107.29 13.84   0.00
2/15/16/21/23        8 -42.64 107.29 13.85   0.00
2/11/12/16/19/21     9 -40.73 107.29 13.85   0.00
2/7/12/15/16/19/21  10 -38.65 107.30 13.86   0.00
2/8/10/16/19/21/29  10 -38.65 107.30 13.86   0.00
1/2/15/16/19/21/27  10 -38.65 107.31 13.86   0.00
2/16/19/21/28/33     9 -40.74 107.32 13.87   0.00
2/11/15/16/21        8 -42.66 107.32 13.88   0.00
2/15/16/19/21/27/28 10 -38.66 107.32 13.88   0.00
2/15/16/17/19/20/21 10 -38.67 107.34 13.90   0.00
2/16/19/21/22/30     9 -40.76 107.35 13.91   0.00
2/16/18/21/22        8 -42.68 107.36 13.92   0.00
2/9/16/21            7 -44.45 107.37 13.93   0.00
2/9/15/16/19/21/32  11 -36.41 107.40 13.96   0.00
2/15/16/19/21/22/33 10 -38.70 107.41 13.96   0.00
2/9/10/16/19/21      9 -40.79 107.41 13.97   0.00
2/7/15/16/19/21/27  10 -38.71 107.42 13.98   0.00
2/4/12/16/18/21      9 -40.81 107.44 14.00   0.00
2/15/16/18/20/21     9 -40.81 107.44 14.00   0.00
2/16/18/19/21/24/29 10 -38.72 107.45 14.00   0.00
2/4/8/16/19/21       9 -40.81 107.45 14.01   0.00
2/8/9/16/19/21/28   10 -38.73 107.45 14.01   0.00
2/15/16/19/21/23/33 10 -38.73 107.46 14.02   0.00
2/8/12/16/19/21/29  10 -38.73 107.46 14.02   0.00
2/9/16/19/21/24      9 -40.82 107.47 14.02   0.00
2/7/16/21/23         8 -42.74 107.47 14.03   0.00
2/16/17/18/19/20/21 10 -38.74 107.48 14.03   0.00
2/6/7/8/16/19/21    10 -38.74 107.48 14.04   0.00
2/16/17/18/19/21/28 10 -38.74 107.48 14.04   0.00
2/16/19/21/27/28     9 -40.83 107.48 14.04   0.00
2/9/15/16/19/21/33  10 -38.74 107.48 14.04   0.00
2/6/15/16/19/21/32  11 -36.46 107.48 14.04   0.00
2/8/16/19/20/21/29  10 -38.74 107.49 14.04   0.00
2/16/19/20/21/28     9 -40.83 107.49 14.05   0.00
2/16/17/18/19/21/30 10 -38.75 107.49 14.05   0.00
2/16/19/21/27/30     9 -40.83 107.49 14.05   0.00
2/16/18/19/21/24/33 10 -38.75 107.50 14.06   0.00
1/2/4/15/16/19/21   10 -38.75 107.50 14.06   0.00
2/7/15/16/19/21/24  10 -38.75 107.51 14.06   0.00
2/9/16/19/21/25/28  10 -38.76 107.52 14.08   0.00
2/15/16/19/21/27/29 10 -38.76 107.52 14.08   0.00
1/2/16/19/21/28      9 -40.85 107.53 14.08   0.00
2/6/16/19/21/25/32  11 -36.48 107.53 14.09   0.00
2/13/15/16/19/21/25 11 -36.48 107.53 14.09   0.00
2/4/16/19/21/23      9 -40.85 107.53 14.09   0.00
1/2/15/16/19/21/24  10 -38.76 107.53 14.09   0.00
1/2/16/18/19/21/24  10 -38.76 107.53 14.09   0.00
2/5/8/15/16/19/21   10 -38.76 107.53 14.09   0.00
2/8/16/17/19/21      9 -40.85 107.53 14.09   0.00
2/15/16/19/21/27/30 10 -38.77 107.53 14.09   0.00
2/16/18/21/24        8 -42.77 107.53 14.09   0.00
2/6/15/16/21         8 -42.77 107.54 14.09   0.00
2/3/15/16/19/21      9 -40.86 107.54 14.10   0.00
2/16/19/20/21/22     9 -40.86 107.55 14.10   0.00
2/4/5/16/18/19/21   10 -38.77 107.55 14.11   0.00
2/13/15/16/18/19/21 11 -36.49 107.55 14.11   0.00
1/2/15/16/21         8 -42.78 107.56 14.11   0.00
2/6/10/16/19/21      9 -40.87 107.56 14.12   0.00
2/5/15/16/19/21/23  10 -38.78 107.56 14.12   0.00
2/12/16/21           7 -44.54 107.57 14.12   0.00
2/6/16/21            7 -44.54 107.57 14.13   0.00
2/9/16/17/18/19/21  10 -38.79 107.58 14.14   0.00
2/10/15/16/19/20/21 10 -38.79 107.58 14.14   0.00
2/8/14/16/19/21     10 -38.79 107.58 14.14   0.00
1/2/11/16/19/21      9 -40.88 107.59 14.15   0.00
2/12/15/16/19/21/28 10 -38.80 107.61 14.17   0.00
2/6/15/16/19/21/33  10 -38.81 107.61 14.17   0.00
2/12/16/19/21/25/29 10 -38.81 107.63 14.19   0.00
2/12/15/16/19/21/30 10 -38.81 107.63 14.19   0.00
2/15/16/19/21/24/30 10 -38.82 107.63 14.19   0.00
2/12/16/19/21/28     9 -40.90 107.63 14.19   0.00
2/16/19/20/21/25/29 10 -38.82 107.64 14.20   0.00
2/7/16/19/21/25/32  11 -36.54 107.64 14.20   0.00
2/5/16/19/21/23      9 -40.91 107.65 14.21   0.00
2/10/16/19/21/23     9 -40.91 107.66 14.21   0.00
2/11/16/21           7 -44.59 107.66 14.22   0.00
2/6/8/16/19/21/23   10 -38.83 107.66 14.22   0.00
1/2/8/16/19/21/29   10 -38.84 107.67 14.23   0.00
2/16/19/21/22/27     9 -40.93 107.68 14.24   0.00
2/16/19/21/30/33     9 -40.93 107.68 14.24   0.00
2/14/15/16/18/19/21 11 -36.56 107.69 14.25   0.00
2/11/16/18/19/21/32 11 -36.56 107.70 14.25   0.00
2/8/15/16/17/19/21  10 -38.86 107.71 14.27   0.00
2/7/11/16/19/21/24  10 -38.86 107.72 14.28   0.00
2/16/19/20/21/27     9 -40.95 107.73 14.29   0.00
1/2/4/16/19/21       9 -40.95 107.73 14.29   0.00
2/6/8/11/16/19/21   10 -38.88 107.75 14.31   0.00
2/16/19/21/23/25/32 11 -36.59 107.76 14.31   0.00
2/6/8/16/19/21/32   11 -36.59 107.76 14.32   0.00
2/16/18/19/21/28/32 11 -36.59 107.76 14.32   0.00
2/4/9/16/19/21       9 -40.98 107.78 14.34   0.00
2/8/16/19/21/25/30  10 -38.89 107.78 14.34   0.00
2/6/16/19/21/24      9 -40.98 107.79 14.35   0.00
2/15/16/21/27        8 -42.90 107.80 14.36   0.00
1/2/15/16/19/21/32  11 -36.62 107.80 14.36   0.00
2/6/7/16/19/21/25   10 -38.90 107.81 14.37   0.00
2/8/16/19/21/22/23  10 -38.91 107.82 14.37   0.00
2/8/16/19/21/23/28  10 -38.91 107.82 14.38   0.00
2/5/12/16/18/19/21  10 -38.91 107.83 14.39   0.00
1/2/15/16/19/21/33  10 -38.91 107.83 14.39   0.00
2/5/10/16/18/19/21  10 -38.91 107.83 14.39   0.00
2/5/16/19/21/29      9 -41.00 107.83 14.39   0.00
2/7/15/16/21         8 -42.92 107.83 14.39   0.00
2/4/7/16/18/21       9 -41.00 107.83 14.39   0.00
2/16/20/21           7 -44.68 107.83 14.39   0.00
1/2/16/18/21         8 -42.92 107.84 14.40   0.00
2/10/11/16/19/21     9 -41.01 107.85 14.40   0.00
1/2/7/11/16/19/21   10 -38.93 107.85 14.41   0.00
2/11/16/17/18/19/21 10 -38.93 107.86 14.42   0.00
2/9/16/18/19/21/32  11 -36.64 107.86 14.42   0.00
2/7/11/16/19/21/32  11 -36.65 107.87 14.42   0.00
2/7/10/11/16/19/21  10 -38.93 107.87 14.43   0.00
2/10/16/19/21/32    10 -38.94 107.87 14.43   0.00
2/4/16/21/32         9 -41.02 107.87 14.43   0.00
2/16/19/21/22/33     9 -41.02 107.88 14.43   0.00
1/2/16/19/21/25/29  10 -38.94 107.88 14.43   0.00
2/15/16/19/21/28/32 11 -36.65 107.88 14.44   0.00
1/2/16/19/21/33      9 -41.03 107.88 14.44   0.00
2/6/7/16/19/21/23   10 -38.95 107.89 14.45   0.00
2/16/19/21/23/24     9 -41.04 107.90 14.46   0.00
2/12/16/19/21/30     9 -41.04 107.92 14.47   0.00
2/8/16/19/21/23/25  10 -38.96 107.92 14.48   0.00
2/5/6/16/19/21       9 -41.05 107.93 14.48   0.00
2/7/16/19/21/25/30  10 -38.97 107.94 14.50   0.00
2/9/16/21/23         8 -42.97 107.94 14.50   0.00
2/6/8/16/19/21/25   10 -38.98 107.95 14.51   0.00
2/8/16/19/21/25/28  10 -38.98 107.95 14.51   0.00
2/16/21/27           7 -44.74 107.95 14.51   0.00
2/4/16/19/21/30      9 -41.06 107.95 14.51   0.00
2/16/18/19/21/30/32 11 -36.69 107.96 14.52   0.00
2/9/12/16/18/21/28  10 -38.98 107.97 14.52   0.00
2/5/11/16/19/21      9 -41.07 107.97 14.52   0.00
2/5/16/19/20/21      9 -41.07 107.98 14.53   0.00
2/16/17/18/19/21/22 10 -38.99 107.98 14.54   0.00
2/4/16/19/21/22      9 -41.08 107.99 14.55   0.00
2/5/9/15/16/19/21   10 -38.99 107.99 14.55   0.00
2/7/15/16/19/21/32  11 -36.71 107.99 14.55   0.00
2/5/15/16/19/20/21  10 -39.00 108.00 14.56   0.00
2/12/15/16/19/21/29 10 -39.00 108.00 14.56   0.00
2/16/18/19/21/28/31 12 -34.20 108.01 14.57   0.00
2/16/18/19/20/21/32 11 -36.72 108.01 14.57   0.00
2/8/16/19/21/23/32  11 -36.73 108.02 14.58   0.00
2/5/16/19/21/22      9 -41.10 108.03 14.59   0.00
2/11/16/19/21/24     9 -41.10 108.03 14.59   0.00
2/7/8/11/16/21       9 -41.11 108.04 14.60   0.00
2/8/11/16/19/21/23  10 -39.02 108.05 14.61   0.00
2/4/6/16/21          8 -43.03 108.06 14.62   0.00
2/15/16/21/26        9 -41.12 108.06 14.62   0.00
2/8/16/19/21/23/30  10 -39.04 108.07 14.63   0.00
2/4/16/18/20/21      9 -41.12 108.07 14.63   0.00
2/7/16/18/21/28      9 -41.12 108.07 14.63   0.00
2/5/16/18/19/21/33  10 -39.04 108.08 14.63   0.00
2/15/16/17/19/21/22 10 -39.04 108.08 14.64   0.00
2/7/11/16/19/21/26  11 -36.76 108.08 14.64   0.00
2/15/16/19/21/24/27 10 -39.05 108.09 14.65   0.00
2/4/15/16/19/21/29  10 -39.05 108.10 14.66   0.00
2/6/13/16/18/19/21  11 -36.77 108.11 14.67   0.00
2/16/19/21/27/33     9 -41.14 108.11 14.67   0.00
2/7/8/16/19/21/32   11 -36.77 108.11 14.67   0.00
2/16/19/21/24/32    10 -39.06 108.11 14.67   0.00
1/2/5/16/18/19/21   10 -39.06 108.11 14.67   0.00
1/2/4/16/18/21       9 -41.14 108.11 14.67   0.00
2/15/16/19/21/30/32 11 -36.77 108.12 14.68   0.00
2/6/8/16/19/21/28   10 -39.06 108.12 14.68   0.00
2/5/16/18/19/21/29  10 -39.06 108.13 14.68   0.00
2/16/17/18/19/21/27 10 -39.06 108.13 14.69   0.00
2/7/8/16/19/21/23   10 -39.07 108.14 14.69   0.00
2/12/16/19/21/22     9 -41.16 108.14 14.69   0.00
1/2/16/19/21/22      9 -41.16 108.14 14.70   0.00
2/13/16/18/19/21/23 11 -36.79 108.14 14.70   0.00
1/2/10/15/16/19/21  10 -39.07 108.15 14.70   0.00
2/7/10/15/16/19/21  10 -39.08 108.16 14.72   0.00
2/8/16/21            7 -44.84 108.16 14.72   0.00
2/12/16/19/20/21     9 -41.18 108.18 14.74   0.00
2/16/18/21/29        8 -43.09 108.18 14.74   0.00
1/2/16/19/21/30      9 -41.18 108.18 14.74   0.00
2/13/16/18/19/21/30 11 -36.81 108.19 14.74   0.00
2/14/16/18/19/21/25 11 -36.81 108.19 14.75   0.00
2/10/15/16/19/21/28 10 -39.11 108.21 14.77   0.00
1/2/15/16/17/19/21  10 -39.11 108.22 14.78   0.00
2/5/11/15/16/19/21  10 -39.11 108.22 14.78   0.00
2/16/19/21/25/26    10 -39.11 108.23 14.78   0.00
2/15/16/21/25        8 -43.12 108.24 14.80   0.00
2/16/18/19/21/22/32 11 -36.84 108.26 14.81   0.00
2/7/13/16/18/19/21  11 -36.84 108.26 14.82   0.00
2/6/8/16/19/21/30   10 -39.13 108.27 14.83   0.00
2/4/11/16/19/21      9 -41.22 108.27 14.83   0.00
2/12/15/16/19/21/27 10 -39.14 108.27 14.83   0.00
2/15/16/17/19/21/23 10 -39.14 108.28 14.83   0.00
2/3/15/16/18/19/21  10 -39.14 108.28 14.84   0.00
2/8/16/19/21/29/33  10 -39.14 108.28 14.84   0.00
2/8/15/16/21         8 -43.14 108.29 14.84   0.00
2/3/16/19/21         8 -43.15 108.29 14.85   0.00
2/4/16/21/23         8 -43.15 108.30 14.85   0.00
2/8/16/19/21/24/29  10 -39.15 108.30 14.86   0.00
2/14/16/18/19/21/23 11 -36.87 108.30 14.86   0.00
2/8/9/16/19/21/23   10 -39.16 108.32 14.88   0.00
2/5/6/15/16/19/21   10 -39.16 108.33 14.88   0.00
2/10/15/16/19/21/30 10 -39.17 108.33 14.89   0.00
2/7/8/16/19/21/25   10 -39.17 108.33 14.89   0.00
2/7/13/16/19/21     10 -39.17 108.34 14.89   0.00
2/12/15/16/21        8 -43.17 108.34 14.90   0.00
2/11/15/16/17/19/21 10 -39.17 108.34 14.90   0.00
2/4/15/16/19/21/25  10 -39.18 108.35 14.91   0.00
2/6/7/16/19/21/29   10 -39.18 108.35 14.91   0.00
2/6/16/19/21/25/28  10 -39.18 108.36 14.92   0.00
2/16/19/21/25/32/33 11 -36.90 108.36 14.92   0.00
2/15/16/18/21/28     9 -41.27 108.37 14.92   0.00
2/10/16/18/21        8 -43.19 108.37 14.93   0.00
2/12/16/19/21/27     9 -41.28 108.38 14.94   0.00
2/15/16/21/30        8 -43.19 108.39 14.94   0.00
2/16/18/19/21/23/26 11 -36.91 108.39 14.94   0.00
2/15/16/21/22        8 -43.19 108.39 14.95   0.00
2/16/19/21/25/30/32 11 -36.91 108.39 14.95   0.00
2/7/16/18/19/21/26  11 -36.92 108.41 14.96   0.00
2/16/18/19/21/27/32 11 -36.92 108.42 14.98   0.00
2/10/15/16/19/21/29 10 -39.21 108.43 14.98   0.00
2/7/16/17/19/21      9 -41.30 108.43 14.99   0.00
2/10/16/19/21/28     9 -41.30 108.43 14.99   0.00
2/16/21/25           7 -44.98 108.43 14.99   0.00
2/6/7/9/16/19/21    10 -39.22 108.44 15.00   0.00
1/2/16/19/20/21      9 -41.31 108.44 15.00   0.00
2/4/16/18/21/23      9 -41.32 108.46 15.01   0.00
2/6/7/11/16/21       9 -41.32 108.47 15.03   0.00
2/9/16/19/21/23/28  10 -39.24 108.47 15.03   0.00
2/10/16/19/21/25/29 10 -39.24 108.48 15.04   0.00
2/7/16/19/21/25/28  10 -39.24 108.49 15.05   0.00
2/4/6/16/18/21       9 -41.33 108.49 15.05   0.00
2/11/16/19/21/25/32 11 -36.96 108.50 15.05   0.00
2/11/16/21/23        8 -43.25 108.50 15.05   0.00
2/6/11/16/19/21/25  10 -39.25 108.50 15.06   0.00
2/7/11/15/16/21      9 -41.34 108.50 15.06   0.00
